ExamName,Score,PassScore,PassOrFail,StudentID
MCAT,508,510,False,875
Step 1,250,196,True,875
Step 2,263,214,True,875
CBSE,67,70,False,875
CBSE,75,70,True,875
MCAT,517,510,True,202
Step 1,248,196,True,202
Step 2,241,214,True,202
CBSE,69,70,False,202
CBSE,75,70,True,202
MCAT,507,510,False,847
Step 1,223,196,True,847
Step 2,255,214,True,847
CBSE,58,70,False,847
CBSE,66,70,False,847
MCAT,501,510,False,796
Step 1,208,196,True,796
Step 2,244,214,True,796
CBSE,61,70,False,796
CBSE,99,70,True,796
MCAT,507,510,False,899
Step 1,265,196,True,899
Step 2,273,214,True,899
CBSE,83,70,True,899
CBSE,70,70,True,899
MCAT,515,510,True,705
Step 1,218,196,True,705
Step 2,251,214,True,705
CBSE,63,70,False,705
CBSE,67,70,False,705
MCAT,504,510,False,247
Step 1,215,196,True,247
Step 2,248,214,True,247
CBSE,61,70,False,247
CBSE,23,70,False,247
MCAT,501,510,False,334
Step 1,166,196,False,334
CBSE,46,70,False,334
CBSE,63,70,False,334
MCAT,512,510,True,639
Step 1,212,196,True,639
Step 2,218,214,True,639
CBSE,64,70,False,639
MCAT,495,510,False,143
CBSE,83,70,True,143
MCAT,516,510,True,199
Step 1,235,196,True,199
Step 2,263,214,True,199
CBSE,77,70,True,199
CBSE,80,70,True,199
MCAT,506,510,False,700
Step 1,244,196,True,700
Step 2,258,214,True,700
CBSE,70,70,True,700
CBSE,66,70,False,700
MCAT,506,510,False,892
Step 1,202,196,True,892
Step 2,237,214,True,892
CBSE,60,70,False,892
CBSE,69,70,False,892
MCAT,509,510,False,887
Step 1,234,196,True,887
Step 2,249,214,True,887
CBSE,59,70,False,887
CBSE,64,70,False,887
MCAT,505,510,False,658
Step 1,202,196,True,658
Step 2,270,214,True,658
CBSE,56,70,False,658
CBSE,64,70,False,658
MCAT,497,510,False,565
Step 1,218,196,True,565
Step 2,263,214,True,565
CBSE,55,70,False,565
CBSE,42,70,False,565
MCAT,507,510,False,926
CBSE,37,70,False,926
CBSE,77,70,True,926
MCAT,506,510,False,602
Step 1,240,196,True,602
Step 2,220,214,True,602
CBSE,66,70,False,602
CBSE,61,70,False,602
MCAT,511,510,True,800
Step 1,193,196,False,800
Step 2,227,214,True,800
CBSE,56,70,False,800
CBSE,67,70,False,800
MCAT,507,510,False,436
Step 1,228,196,True,436
Step 2,237,214,True,436
CBSE,63,70,False,436
CBSE,79,70,True,436
MCAT,505,510,False,335
Step 1,238,196,True,335
Step 2,252,214,True,335
CBSE,69,70,False,335
CBSE,88,70,True,335
MCAT,516,510,True,452
Step 1,248,196,True,452
Step 2,251,214,True,452
CBSE,64,70,False,452
MCAT,506,510,False,216
CBSE,56,70,False,216
MCAT,506,510,False,104
Step 1,216,196,True,104
Step 2,233,214,True,104
CBSE,53,70,False,104
CBSE,77,70,True,104
MCAT,506,510,False,230
Step 1,229,196,True,230
Step 2,242,214,True,230
CBSE,60,70,False,230
CBSE,81,70,True,230
MCAT,508,510,False,254
Step 1,222,196,True,254
Step 2,255,214,True,254
CBSE,68,70,False,254
CBSE,73,70,True,254
MCAT,501,510,False,733
Step 1,239,196,True,733
Step 2,249,214,True,733
CBSE,64,70,False,733
CBSE,57,70,False,733
MCAT,500,510,False,458
Step 1,233,196,True,458
Step 2,249,214,True,458
CBSE,61,70,False,458
CBSE,84,70,True,458
MCAT,505,510,False,795
Step 1,237,196,True,795
Step 2,250,214,True,795
CBSE,67,70,False,795
CBSE,80,70,True,795
MCAT,508,510,False,297
Step 1,258,196,True,297
Step 2,252,214,True,297
CBSE,70,70,True,297
CBSE,70,70,True,297
MCAT,510,510,True,493
Step 1,212,196,True,493
Step 2,244,214,True,493
CBSE,59,70,False,493
CBSE,81,70,True,493
MCAT,505,510,False,343
Step 1,251,196,True,343
Step 2,256,214,True,343
CBSE,70,70,True,343
CBSE,60,70,False,343
MCAT,500,510,False,772
Step 1,210,196,True,772
Step 2,219,214,True,772
CBSE,56,70,False,772
CBSE,67,70,False,772
MCAT,504,510,False,287
Step 1,236,196,True,287
Step 2,222,214,True,287
CBSE,63,70,False,287
CBSE,76,70,True,287
MCAT,508,510,False,465
Step 1,230,196,True,465
Step 2,248,214,True,465
CBSE,61,70,False,465
CBSE,62,70,False,465
MCAT,508,510,False,529
Step 1,205,196,True,529
Step 2,255,214,True,529
CBSE,55,70,False,529
CBSE,75,70,True,529
MCAT,503,510,False,908
Step 1,236,196,True,908
Step 2,251,214,True,908
CBSE,62,70,False,908
CBSE,67,70,False,908
MCAT,508,510,False,829
Step 1,233,196,True,829
Step 2,256,214,True,829
CBSE,62,70,False,829
CBSE,78,70,True,829
MCAT,501,510,False,256
Step 1,226,196,True,256
Step 2,239,214,True,256
CBSE,55,70,False,256
CBSE,79,70,True,256
MCAT,517,510,True,324
Step 1,252,196,True,324
Step 2,266,214,True,324
CBSE,69,70,False,324
CBSE,66,70,False,324
MCAT,504,510,False,758
Step 1,222,196,True,758
Step 2,219,214,True,758
CBSE,56,70,False,758
CBSE,69,70,False,758
MCAT,503,510,False,280
Step 1,230,196,True,280
Step 2,240,214,True,280
CBSE,56,70,False,280
CBSE,68,70,False,280
MCAT,510,510,True,645
Step 1,219,196,True,645
Step 2,218,214,True,645
CBSE,57,70,False,645
CBSE,80,70,True,645
MCAT,508,510,False,603
Step 1,251,196,True,603
Step 2,260,214,True,603
CBSE,68,70,False,603
CBSE,81,70,True,603
MCAT,517,510,True,368
Step 1,248,196,True,368
Step 2,270,214,True,368
CBSE,79,70,True,368
CBSE,65,70,False,368
MCAT,508,510,False,569
Step 1,236,196,True,569
Step 2,252,214,True,569
CBSE,60,70,False,569
CBSE,63,70,False,569
MCAT,508,510,False,512
Step 1,216,196,True,512
Step 2,237,214,True,512
CBSE,60,70,False,512
CBSE,68,70,False,512
MCAT,508,510,False,462
Step 1,218,196,True,462
Step 2,236,214,True,462
CBSE,55,70,False,462
CBSE,71,70,True,462
MCAT,508,510,False,680
Step 1,244,196,True,680
Step 2,249,214,True,680
CBSE,57,70,False,680
CBSE,60,70,False,680
MCAT,502,510,False,831
Step 1,219,196,True,831
Step 2,230,214,True,831
CBSE,49,70,False,831
CBSE,64,70,False,831
MCAT,505,510,False,576
Step 1,189,196,False,576
Step 2,234,214,True,576
CBSE,60,70,False,576
CBSE,69,70,False,576
MCAT,515,510,True,123
Step 1,207,196,True,123
Step 2,239,214,True,123
CBSE,73,70,True,123
CBSE,75,70,True,123
MCAT,506,510,False,283
Step 1,233,196,True,283
Step 2,253,214,True,283
CBSE,61,70,False,283
CBSE,77,70,True,283
MCAT,514,510,True,105
Step 1,236,196,True,105
Step 2,245,214,True,105
CBSE,65,70,False,105
CBSE,57,70,False,105
MCAT,502,510,False,347
Step 1,205,196,True,347
Step 2,227,214,True,347
CBSE,53,70,False,347
CBSE,77,70,True,347
MCAT,509,510,False,677
Step 1,235,196,True,677
Step 2,249,214,True,677
CBSE,67,70,False,677
CBSE,99,70,True,677
MCAT,519,510,True,574
Step 1,259,196,True,574
Step 2,249,214,True,574
CBSE,79,70,True,574
CBSE,91,70,True,574
MCAT,516,510,True,925
Step 1,250,196,True,925
Step 2,268,214,True,925
CBSE,81,70,True,925
CBSE,76,70,True,925
MCAT,511,510,True,255
Step 1,245,196,True,255
Step 2,267,214,True,255
CBSE,72,70,True,255
CBSE,72,70,True,255
MCAT,515,510,True,687
Step 1,239,196,True,687
Step 2,251,214,True,687
CBSE,57,70,False,687
CBSE,68,70,False,687
MCAT,507,510,False,429
Step 1,222,196,True,429
Step 2,234,214,True,429
CBSE,59,70,False,429
CBSE,81,70,True,429
MCAT,517,510,True,289
Step 1,270,196,True,289
Step 2,264,214,True,289
CBSE,65,70,False,289
CBSE,82,70,True,289
MCAT,500,510,False,713
Step 1,245,196,True,713
Step 2,259,214,True,713
CBSE,71,70,True,713
CBSE,59,70,False,713
MCAT,498,510,False,869
Step 1,207,196,True,869
Step 2,225,214,True,869
CBSE,54,70,False,869
CBSE,95,70,True,869
MCAT,503,510,False,510
Step 1,259,196,True,510
Step 2,265,214,True,510
CBSE,79,70,True,510
CBSE,72,70,True,510
MCAT,496,510,False,200
Step 1,224,196,True,200
Step 2,224,214,True,200
CBSE,72,70,True,200
CBSE,64,70,False,200
MCAT,508,510,False,492
Step 1,235,196,True,492
Step 2,266,214,True,492
CBSE,59,70,False,492
CBSE,78,70,True,492
MCAT,513,510,True,610
Step 1,246,196,True,610
Step 2,247,214,True,610
CBSE,64,70,False,610
CBSE,61,70,False,610
MCAT,502,510,False,753
Step 1,211,196,True,753
Step 2,229,214,True,753
CBSE,57,70,False,753
CBSE,78,70,True,753
MCAT,506,510,False,261
Step 1,241,196,True,261
Step 2,254,214,True,261
CBSE,69,70,False,261
CBSE,74,70,True,261
MCAT,513,510,True,309
Step 1,232,196,True,309
CBSE,66,70,False,309
CBSE,96,70,True,309
MCAT,509,510,False,183
Step 1,256,196,True,183
Step 2,253,214,True,183
CBSE,79,70,True,183
CBSE,67,70,False,183
MCAT,510,510,True,575
Step 1,220,196,True,575
Step 2,254,214,True,575
CBSE,59,70,False,575
CBSE,61,70,False,575
MCAT,500,510,False,775
Step 1,220,196,True,775
Step 2,241,214,True,775
CBSE,48,70,False,775
CBSE,67,70,False,775
MCAT,496,510,False,636
Step 1,220,196,True,636
Step 2,218,214,True,636
CBSE,59,70,False,636
CBSE,64,70,False,636
MCAT,507,510,False,885
Step 1,232,196,True,885
Step 2,231,214,True,885
CBSE,59,70,False,885
CBSE,77,70,True,885
MCAT,513,510,True,620
Step 1,249,196,True,620
Step 2,262,214,True,620
CBSE,68,70,False,620
CBSE,43,70,False,620
MCAT,511,510,True,788
CBSE,54,70,False,788
CBSE,48,70,False,788
MCAT,503,510,False,346
Step 1,216,196,True,346
Step 2,215,214,True,346
CBSE,49,70,False,346
CBSE,67,70,False,346
MCAT,509,510,False,394
Step 1,248,196,True,394
Step 2,260,214,True,394
CBSE,57,70,False,394
CBSE,63,70,False,394
MCAT,506,510,False,251
Step 1,230,196,True,251
Step 2,233,214,True,251
CBSE,58,70,False,251
CBSE,49,70,False,251
MCAT,499,510,False,842
Step 1,199,196,True,842
Step 2,199,214,False,842
CBSE,19,70,False,842
CBSE,52,70,False,842
MCAT,507,510,False,369
Step 1,220,196,True,369
Step 2,262,214,True,369
CBSE,49,70,False,369
CBSE,62,70,False,369
MCAT,509,510,False,279
Step 1,233,196,True,279
Step 2,255,214,True,279
CBSE,50,70,False,279
CBSE,57,70,False,279
MCAT,503,510,False,803
Step 1,218,196,True,803
Step 2,213,214,False,803
CBSE,48,70,False,803
CBSE,81,70,True,803
MCAT,516,510,True,649
Step 1,260,196,True,649
Step 2,232,214,True,649
CBSE,76,70,True,649
CBSE,58,70,False,649
MCAT,505,510,False,740
Step 1,235,196,True,740
Step 2,254,214,True,740
CBSE,61,70,False,740
CBSE,58,70,False,740
MCAT,502,510,False,301
Step 1,227,196,True,301
Step 2,229,214,True,301
CBSE,48,70,False,301
CBSE,68,70,False,301
MCAT,514,510,True,303
Step 1,245,196,True,303
Step 2,256,214,True,303
CBSE,59,70,False,303
CBSE,57,70,False,303
MCAT,500,510,False,647
Step 1,224,196,True,647
Step 2,233,214,True,647
CBSE,42,70,False,647
CBSE,71,70,True,647
MCAT,509,510,False,536
Step 1,232,196,True,536
Step 2,246,214,True,536
CBSE,63,70,False,536
CBSE,85,70,True,536
MCAT,515,510,True,132
Step 1,260,196,True,132
Step 2,252,214,True,132
CBSE,82,70,True,132
CBSE,55,70,False,132
MCAT,503,510,False,306
Step 1,184,196,False,306
CBSE,48,70,False,306
CBSE,73,70,True,306
MCAT,508,510,False,244
Step 1,249,196,True,244
Step 2,259,214,True,244
CBSE,55,70,False,244
CBSE,60,70,False,244
MCAT,510,510,True,624
Step 1,221,196,True,624
Step 2,203,214,False,624
CBSE,55,70,False,624
CBSE,60,70,False,624
MCAT,505,510,False,756
Step 1,208,196,True,756
Step 2,238,214,True,756
CBSE,47,70,False,756
CBSE,67,70,False,756
MCAT,506,510,False,500
Step 1,251,196,True,500
Step 2,264,214,True,500
CBSE,73,70,True,500
CBSE,49,70,False,500
MCAT,500,510,False,208
Step 1,203,196,True,208
Step 2,231,214,True,208
CBSE,48,70,False,208
CBSE,55,70,False,208
MCAT,506,510,False,556
Step 1,217,196,True,556
Step 2,256,214,True,556
CBSE,48,70,False,556
CBSE,70,70,True,556
MCAT,502,510,False,338
Step 1,238,196,True,338
Step 2,258,214,True,338
CBSE,66,70,False,338
CBSE,55,70,False,338
MCAT,506,510,False,737
Step 1,218,196,True,737
Step 2,232,214,True,737
CBSE,49,70,False,737
CBSE,71,70,True,737
MCAT,497,510,False,387
Step 1,242,196,True,387
Step 2,228,214,True,387
CBSE,63,70,False,387
CBSE,65,70,False,387
MCAT,508,510,False,398
Step 1,232,196,True,398
Step 2,238,214,True,398
CBSE,57,70,False,398
CBSE,68,70,False,398
MCAT,511,510,True,580
Step 1,246,196,True,580
Step 2,261,214,True,580
CBSE,69,70,False,580
CBSE,62,70,False,580
MCAT,505,510,False,834
Step 1,221,196,True,834
Step 2,243,214,True,834
CBSE,45,70,False,834
CBSE,59,70,False,834
MCAT,511,510,True,189
Step 1,227,196,True,189
Step 2,230,214,True,189
CBSE,57,70,False,189
CBSE,67,70,False,189
MCAT,515,510,True,681
Step 1,231,196,True,681
Step 2,249,214,True,681
CBSE,67,70,False,681
CBSE,60,70,False,681
MCAT,509,510,False,403
Step 1,238,196,True,403
Step 2,240,214,True,403
CBSE,46,70,False,403
CBSE,50,70,False,403
MCAT,504,510,False,688
Step 1,216,196,True,688
Step 2,238,214,True,688
CBSE,47,70,False,688
CBSE,83,70,True,688
MCAT,515,510,True,281
Step 1,244,196,True,281
Step 2,259,214,True,281
CBSE,71,70,True,281
CBSE,54,70,False,281
MCAT,506,510,False,257
Step 1,229,196,True,257
Step 2,261,214,True,257
CBSE,46,70,False,257
CBSE,42,70,False,257
MCAT,502,510,False,702
Step 1,191,196,False,702
CBSE,45,70,False,702
CBSE,64,70,False,702
MCAT,510,510,True,933
Step 1,241,196,True,933
Step 2,254,214,True,933
CBSE,56,70,False,933
CBSE,47,70,False,933
MCAT,500,510,False,374
Step 1,215,196,True,374
Step 2,243,214,True,374
CBSE,49,70,False,374
CBSE,71,70,True,374
MCAT,502,510,False,557
Step 1,223,196,True,557
Step 2,247,214,True,557
CBSE,62,70,False,557
CBSE,72,70,True,557
MCAT,510,510,True,917
Step 1,239,196,True,917
Step 2,248,214,True,917
CBSE,58,70,False,917
CBSE,60,70,False,917
MCAT,507,510,False,792
Step 1,228,196,True,792
Step 2,248,214,True,792
CBSE,56,70,False,792
CBSE,77,70,True,792
MCAT,508,510,False,668
Step 1,258,196,True,668
Step 2,259,214,True,668
CBSE,72,70,True,668
CBSE,78,70,True,668
MCAT,513,510,True,162
Step 1,255,196,True,162
Step 2,261,214,True,162
CBSE,67,70,False,162
CBSE,49,70,False,162
MCAT,507,510,False,224
Step 1,204,196,True,224
Step 2,235,214,True,224
CBSE,42,70,False,224
CBSE,54,70,False,224
MCAT,511,510,True,924
Step 1,234,196,True,924
Step 2,248,214,True,924
CBSE,43,70,False,924
CBSE,53,70,False,924
MCAT,503,510,False,843
Step 1,222,196,True,843
Step 2,250,214,True,843
CBSE,50,70,False,843
CBSE,49,70,False,843
MCAT,505,510,False,637
Step 1,218,196,True,637
Step 2,238,214,True,637
CBSE,47,70,False,637
CBSE,46,70,False,637
MCAT,505,510,False,160
Step 1,214,196,True,160
Step 2,218,214,True,160
CBSE,41,70,False,160
CBSE,78,70,True,160
MCAT,514,510,True,801
Step 1,247,196,True,801
Step 2,266,214,True,801
CBSE,71,70,True,801
CBSE,84,70,True,801
MCAT,508,510,False,159
Step 1,257,196,True,159
Step 2,264,214,True,159
CBSE,80,70,True,159
CBSE,47,70,False,159
MCAT,519,510,True,613
Step 1,225,196,True,613
CBSE,49,70,False,613
CBSE,62,70,False,613
MCAT,506,510,False,205
Step 1,240,196,True,205
Step 2,247,214,True,205
CBSE,55,70,False,205
CBSE,67,70,False,205
MCAT,509,510,False,100
Step 1,239,196,True,100
Step 2,245,214,True,100
CBSE,59,70,False,100
CBSE,53,70,False,100
MCAT,506,510,False,785
Step 1,214,196,True,785
Step 2,246,214,True,785
CBSE,47,70,False,785
CBSE,67,70,False,785
MCAT,499,510,False,474
Step 1,227,196,True,474
Step 2,234,214,True,474
CBSE,62,70,False,474
CBSE,58,70,False,474
MCAT,510,510,True,547
Step 1,224,196,True,547
Step 2,245,214,True,547
CBSE,51,70,False,547
CBSE,57,70,False,547
MCAT,505,510,False,354
Step 1,220,196,True,354
Step 2,235,214,True,354
CBSE,47,70,False,354
CBSE,52,70,False,354
MCAT,507,510,False,596
Step 1,226,196,True,596
Step 2,247,214,True,596
CBSE,49,70,False,596
CBSE,56,70,False,596
MCAT,502,510,False,249
Step 1,218,196,True,249
Step 2,224,214,True,249
CBSE,49,70,False,249
CBSE,72,70,True,249
MCAT,511,510,True,755
Step 1,256,196,True,755
Step 2,262,214,True,755
CBSE,66,70,False,755
CBSE,45,70,False,755
MCAT,508,510,False,903
Step 1,201,196,True,903
Step 2,224,214,True,903
CBSE,37,70,False,903
CBSE,69,70,False,903
MCAT,510,510,True,846
Step 1,236,196,True,846
Step 2,251,214,True,846
CBSE,60,70,False,846
CBSE,71,70,True,846
MCAT,516,510,True,223
Step 1,247,196,True,223
Step 2,255,214,True,223
CBSE,72,70,True,223
CBSE,44,70,False,223
MCAT,500,510,False,746
Step 1,209,196,True,746
Step 2,245,214,True,746
CBSE,44,70,False,746
CBSE,42,70,False,746
MCAT,511,510,True,517
CBSE,44,70,False,517
CBSE,60,70,False,517
MCAT,506,510,False,920
Step 1,215,196,True,920
Step 2,232,214,True,920
CBSE,49,70,False,920
CBSE,46,70,False,920
MCAT,509,510,False,893
Step 1,202,196,True,893
Step 2,245,214,True,893
CBSE,47,70,False,893
CBSE,64,70,False,893
MCAT,500,510,False,618
Step 1,217,196,True,618
Step 2,230,214,True,618
CBSE,43,70,False,618
CBSE,78,70,True,618
MCAT,511,510,True,459
Step 1,244,196,True,459
Step 2,259,214,True,459
CBSE,49,70,False,459
CBSE,59,70,False,459
MCAT,503,510,False,900
Step 1,232,196,True,900
Step 2,240,214,True,900
CBSE,51,70,False,900
CBSE,77,70,True,900
MCAT,511,510,True,397
Step 1,254,196,True,397
Step 2,259,214,True,397
CBSE,66,70,False,397
CBSE,80,70,True,397
MCAT,511,510,True,272
Step 1,236,196,True,272
Step 2,252,214,True,272
CBSE,58,70,False,272
CBSE,77,70,True,272
MCAT,514,510,True,774
Step 1,249,196,True,774
Step 2,270,214,True,774
CBSE,61,70,False,774
CBSE,55,70,False,774
MCAT,504,510,False,378
Step 1,205,196,True,378
CBSE,40,70,False,378
CBSE,82,70,True,378
MCAT,506,510,False,864
Step 1,261,196,True,864
Step 2,267,214,True,864
CBSE,62,70,False,864
CBSE,64,70,False,864
MCAT,515,510,True,804
Step 1,213,196,True,804
Step 2,237,214,True,804
CBSE,47,70,False,804
CBSE,65,70,False,804
MCAT,510,510,True,538
Step 1,210,196,True,538
Step 2,217,214,True,538
CBSE,51,70,False,538
CBSE,42,70,False,538
MCAT,517,510,True,366
CBSE,47,70,False,366
CBSE,71,70,True,366
MCAT,509,510,False,728
Step 1,239,196,True,728
Step 2,256,214,True,728
CBSE,65,70,False,728
CBSE,47,70,False,728
MCAT,503,510,False,595
Step 1,213,196,True,595
Step 2,238,214,True,595
CBSE,39,70,False,595
CBSE,57,70,False,595
MCAT,506,510,False,155
Step 1,226,196,True,155
Step 2,239,214,True,155
CBSE,45,70,False,155
CBSE,81,70,True,155
MCAT,505,510,False,616
Step 1,248,196,True,616
Step 2,257,214,True,616
CBSE,68,70,False,616
CBSE,56,70,False,616
MCAT,510,510,True,863
Step 1,208,196,True,863
CBSE,51,70,False,863
CBSE,77,70,True,863
MCAT,507,510,False,313
Step 1,251,196,True,313
Step 2,269,214,True,313
CBSE,68,70,False,313
CBSE,67,70,False,313
MCAT,507,510,False,502
Step 1,239,196,True,502
Step 2,264,214,True,502
CBSE,66,70,False,502
CBSE,75,70,True,502
MCAT,510,510,True,222
Step 1,234,196,True,222
Step 2,259,214,True,222
CBSE,60,70,False,222
CBSE,78,70,True,222
MCAT,519,510,True,393
Step 1,254,196,True,393
Step 2,260,214,True,393
CBSE,65,70,False,393
CBSE,53,70,False,393
MCAT,504,510,False,931
Step 1,208,196,True,931
Step 2,246,214,True,931
CBSE,52,70,False,931
CBSE,59,70,False,931
MCAT,502,510,False,874
Step 1,200,196,True,874
Step 2,219,214,True,874
CBSE,43,70,False,874
CBSE,38,70,False,874
MCAT,509,510,False,898
CBSE,32,70,False,898
CBSE,61,70,False,898
MCAT,507,510,False,198
Step 1,228,196,True,198
Step 2,242,214,True,198
CBSE,49,70,False,198
CBSE,83,70,True,198
MCAT,510,510,True,426
Step 1,256,196,True,426
Step 2,262,214,True,426
CBSE,70,70,True,426
CBSE,73,70,True,426
MCAT,517,510,True,127
Step 1,247,196,True,127
Step 2,237,214,True,127
CBSE,62,70,False,127
CBSE,43,70,False,127
MCAT,499,510,False,130
CBSE,31,70,False,130
CBSE,60,70,False,130
MCAT,508,510,False,727
Step 1,220,196,True,727
Step 2,246,214,True,727
CBSE,47,70,False,727
CBSE,44,70,False,727
MCAT,501,510,False,419
Step 1,184,196,False,419
CBSE,37,70,False,419
CBSE,64,70,False,419
MCAT,507,510,False,402
Step 1,233,196,True,402
Step 2,237,214,True,402
CBSE,61,70,False,402
CBSE,59,70,False,402
MCAT,499,510,False,708
Step 1,220,196,True,708
Step 2,245,214,True,708
CBSE,44,70,False,708
CBSE,80,70,True,708
MCAT,519,510,True,854
Step 1,262,196,True,854
Step 2,270,214,True,854
CBSE,61,70,False,854
CBSE,50,70,False,854
MCAT,504,510,False,195
CBSE,41,70,False,195
CBSE,63,70,False,195
MCAT,515,510,True,157
Step 1,217,196,True,157
Step 2,242,214,True,157
CBSE,39,70,False,157
CBSE,71,70,True,157
MCAT,513,510,True,778
Step 1,249,196,True,778
Step 2,256,214,True,778
CBSE,60,70,False,778
CBSE,58,70,False,778
MCAT,508,510,False,760
Step 1,225,196,True,760
Step 2,256,214,True,760
CBSE,45,70,False,760
CBSE,45,70,False,760
MCAT,504,510,False,415
Step 1,195,196,False,415
Step 2,239,214,True,415
CBSE,44,70,False,415
CBSE,55,70,False,415
MCAT,506,510,False,323
Step 1,206,196,True,323
Step 2,208,214,False,323
CBSE,50,70,False,323
CBSE,49,70,False,323
MCAT,507,510,False,896
Step 1,216,196,True,896
Step 2,232,214,True,896
CBSE,44,70,False,896
CBSE,63,70,False,896
MCAT,501,510,False,109
Step 1,234,196,True,109
Step 2,243,214,True,109
CBSE,49,70,False,109
CBSE,43,70,False,109
MCAT,500,510,False,798
CBSE,33,70,False,798
CBSE,74,70,True,798
MCAT,512,510,True,377
Step 1,224,196,True,377
Step 2,249,214,True,377
CBSE,57,70,False,377
CBSE,56,70,False,377
MCAT,505,510,False,180
Step 1,220,196,True,180
Step 2,236,214,True,180
CBSE,42,70,False,180
CBSE,71,70,True,180
MCAT,509,510,False,112
Step 1,238,196,True,112
Step 2,251,214,True,112
CBSE,61,70,False,112
CBSE,87,70,True,112
MCAT,509,510,False,227
Step 1,249,196,True,227
Step 2,266,214,True,227
CBSE,69,70,False,227
CBSE,67,70,False,227
MCAT,514,510,True,867
Step 1,232,196,True,867
Step 2,256,214,True,867
CBSE,53,70,False,867
CBSE,82,70,True,867
MCAT,515,510,True,494
Step 1,246,196,True,494
Step 2,256,214,True,494
CBSE,77,70,True,494
CBSE,50,70,False,494
MCAT,502,510,False,601
Step 2,238,214,True,601
CBSE,36,70,False,601
CBSE,46,70,False,601
MCAT,509,510,False,156
CBSE,38,70,False,156
CBSE,67,70,False,156
MCAT,517,510,True,704
Step 1,229,196,True,704
Step 2,234,214,True,704
CBSE,56,70,False,704
CBSE,46,70,False,704
MCAT,509,510,False,793
Step 1,182,196,False,793
CBSE,43,70,False,793
CBSE,59,70,False,793
MCAT,505,510,False,171
Step 1,231,196,True,171
Step 2,260,214,True,171
CBSE,55,70,False,171
CBSE,53,70,False,171
MCAT,502,510,False,275
Step 1,208,196,True,275
Step 2,228,214,True,275
CBSE,41,70,False,275
CBSE,57,70,False,275
MCAT,498,510,False,305
Step 1,198,196,True,305
Step 2,243,214,True,305
CBSE,41,70,False,305
CBSE,58,70,False,305
MCAT,507,510,False,719
Step 1,223,196,True,719
Step 2,239,214,True,719
CBSE,48,70,False,719
CBSE,56,70,False,719
MCAT,511,510,True,780
CBSE,49,70,False,780
CBSE,66,70,False,780
MCAT,511,510,True,447
CBSE,57,70,False,447
CBSE,75,70,True,447
MCAT,505,510,False,859
Step 1,241,196,True,859
Step 2,264,214,True,859
CBSE,60,70,False,859
CBSE,61,70,False,859
MCAT,510,510,True,860
Step 1,214,196,True,860
Step 2,236,214,True,860
CBSE,50,70,False,860
CBSE,66,70,False,860
MCAT,508,510,False,484
Step 1,237,196,True,484
Step 2,253,214,True,484
CBSE,63,70,False,484
CBSE,55,70,False,484
MCAT,505,510,False,586
Step 1,224,196,True,586
Step 2,226,214,True,586
CBSE,42,70,False,586
CBSE,81,70,True,586
MCAT,518,510,True,897
Step 1,252,196,True,897
Step 2,264,214,True,897
CBSE,58,70,False,897
CBSE,42,70,False,897
MCAT,506,510,False,503
Step 1,193,196,False,503
CBSE,43,70,False,503
CBSE,54,70,False,503
MCAT,513,510,True,423
CBSE,49,70,False,423
CBSE,70,70,True,423
MCAT,516,510,True,812
Step 1,213,196,True,812
Step 2,244,214,True,812
CBSE,58,70,False,812
CBSE,67,70,False,812
MCAT,508,510,False,263
Step 1,220,196,True,263
Step 2,231,214,True,263
CBSE,53,70,False,263
CBSE,49,70,False,263
MCAT,504,510,False,300
CBSE,36,70,False,300
CBSE,52,70,False,300
MCAT,507,510,False,234
CBSE,27,70,False,234
CBSE,60,70,False,234
MCAT,500,510,False,630
CBSE,55,70,False,630
CBSE,80,70,True,630
MCAT,514,510,True,167
CBSE,67,70,False,167
CBSE,44,70,False,167
MCAT,503,510,False,144
CBSE,39,70,False,144
CBSE,57,70,False,144
MCAT,503,510,False,384
CBSE,49,70,False,384
CBSE,55,70,False,384
MCAT,518,510,True,816
CBSE,45,70,False,816
CBSE,44,70,False,816
MCAT,515,510,True,654
CBSE,47,70,False,654
CBSE,71,70,True,654
MCAT,521,510,True,581
CBSE,67,70,False,581
CBSE,74,70,True,581
MCAT,504,510,False,655
CBSE,59,70,False,655
CBSE,65,70,False,655
MCAT,502,510,False,232
CBSE,47,70,False,232
CBSE,44,70,False,232
MCAT,503,510,False,514
CBSE,44,70,False,514
CBSE,51,70,False,514
MCAT,501,510,False,333
CBSE,46,70,False,333
CBSE,40,70,False,333
MCAT,510,510,True,233
CBSE,38,70,False,233
CBSE,49,70,False,233
MCAT,498,510,False,665
CBSE,35,70,False,665
CBSE,43,70,False,665
MCAT,505,510,False,329
CBSE,51,70,False,329
CBSE,68,70,False,329
MCAT,509,510,False,629
CBSE,61,70,False,629
CBSE,42,70,False,629
MCAT,498,510,False,593
Step 2,228,214,True,593
CBSE,46,70,False,593
CBSE,47,70,False,593
MCAT,514,510,True,673
CBSE,55,70,False,673
CBSE,54,70,False,673
MCAT,507,510,False,794
CBSE,49,70,False,794
CBSE,53,70,False,794
MCAT,505,510,False,685
CBSE,51,70,False,685
CBSE,56,70,False,685
MCAT,508,510,False,735
CBSE,59,70,False,735
CBSE,73,70,True,735
MCAT,510,510,True,395
CBSE,67,70,False,395
CBSE,55,70,False,395
MCAT,498,510,False,928
CBSE,49,70,False,928
CBSE,61,70,False,928
