ClassificationName,PointsEarned,PointsAvailable,ClassID,DateTaught,StudentID
PHARM,0.0,2.0,632,2022,814
PHYSIO,27.5,37.0,632,2022,814
RADIOLOGY,1.75,2.0,632,2022,814
Renal,1.0,1.0,632,2022,814
CASE,5.0,6.0,633,2023,814
HISTO,0.0,1.0,633,2023,814
ANAT,1.0,1.0,634,2023,814
CASE,15.0,16.0,634,2023,814
ETHICS,1.0,2.0,634,2023,814
Functions & Processes,0.0,1.0,634,2023,814
HISTO,1.0,1.0,634,2023,814
IMMUNO,1.0,3.0,634,2023,814
Inflammation,0.0,3.0,634,2023,814
MICRO,0.0,2.0,634,2023,814
ORTHO,1.0,2.0,634,2023,814
Pain,2.0,2.0,634,2023,814
PATH,0.0,3.0,634,2023,814
Sports Med,3.0,3.0,634,2023,814
CASE,7.0,9.0,635,2023,814
End of Life,1.0,1.0,635,2023,814
IMMUNO,5.0,8.0,636,2023,814
Virology,0.0,1.0,636,2023,814
BIOCHEM,,,637,2023,814
CASE,1.0,2.0,637,2023,814
EBM,,,637,2023,814
MICRO,,,637,2023,814
PATH,4.0,8.0,637,2023,814
PHARM,,,637,2023,814
Anti-hypertensive,2.0,2.0,639,2023,814
CARDIO,1.0,2.0,639,2023,814
Cardiovascular,2.0,3.0,639,2023,814
Neoplasm,1.0,2.0,639,2023,814
PATH,5.0,7.0,639,2023,814
PHARM,9.0,13.0,639,2023,814
PHYSIO,2.0,3.0,639,2023,814
Renal,5.0,7.0,639,2023,814
ANAT,4.0,6.0,631,2022,632
Anemia,2.0,2.0,631,2022,632
BIOCHEM,18.0,18.0,631,2022,632
BODY and HLTH SYS,31.0,32.0,631,2022,632
CASE,4.0,4.0,631,2022,632
CELL BIO,37.0,37.0,631,2022,632
CELLS and TISS,61.0,65.0,631,2022,632
DEV,8.0,8.0,631,2022,632
Diagnosis,1.0,1.0,631,2022,632
Diversity,1.0,1.0,631,2022,632
ETHICS,4.0,5.0,631,2022,632
GEN,22.0,24.0,631,2022,632
HB,2.0,2.0,631,2022,632
HEME,2.0,2.0,631,2022,632
HISTO,12.0,13.0,631,2022,632
MOL BIOL,6.0,6.0,631,2022,632
MOLEC and COMP,66.0,71.0,631,2022,632
Nerve,3.0,4.0,631,2022,632
NUTR,2.0,2.0,631,2022,632
PATH,5.0,6.0,631,2022,632
PHARM,19.0,22.0,631,2022,632
Toolkit,1.0,1.0,631,2022,632
ANAT,11.0,11.0,632,2022,632
BIOCHEM,15.0,15.0,632,2022,632
Biostats,3.0,7.0,632,2022,632
CARDIO,119.33,130.0,632,2022,632
CASE,5.0,5.0,632,2022,632
ETHICS,0.0,1.0,632,2022,632
HISTO,28.67,31.0,632,2022,632
NUTR,0.0,1.0,632,2022,632
PHARM,1.0,2.0,632,2022,632
PHYSIO,29.5,37.0,632,2022,632
RADIOLOGY,2.0,2.0,632,2022,632
Renal,1.0,1.0,632,2022,632
CASE,7.0,7.0,633,2023,632
HISTO,1.0,1.0,633,2023,632
ANAT,1.0,1.0,634,2023,632
CASE,15.0,16.0,634,2023,632
ETHICS,2.0,2.0,634,2023,632
Functions & Processes,0.0,1.0,634,2023,632
HISTO,0.0,1.0,634,2023,632
IMMUNO,3.0,3.0,634,2023,632
Inflammation,1.0,3.0,634,2023,632
MICRO,2.0,2.0,634,2023,632
ORTHO,2.0,2.0,634,2023,632
Pain,2.0,2.0,634,2023,632
PATH,1.0,3.0,634,2023,632
Sports Med,3.0,3.0,634,2023,632
CASE,9.0,9.0,635,2023,632
End of Life,1.0,1.0,635,2023,632
IMMUNO,7.0,8.0,636,2023,632
Virology,1.0,1.0,636,2023,632
BIOCHEM,1.0,1.0,637,2023,632
CASE,2.0,2.0,637,2023,632
EBM,2.0,2.0,637,2023,632
MICRO,3.0,3.0,637,2023,632
PATH,12.0,15.0,637,2023,632
PHARM,1.0,1.0,637,2023,632
Anti-hypertensive,2.0,2.0,639,2023,632
CARDIO,1.0,2.0,639,2023,632
Cardiovascular,3.0,3.0,639,2023,632
Neoplasm,1.0,2.0,639,2023,632
PATH,6.0,7.0,639,2023,632
PHARM,11.0,13.0,639,2023,632
PHYSIO,2.0,3.0,639,2023,632
Renal,6.0,7.0,639,2023,632
ANAT,3.5,6.0,631,2022,473
Anemia,2.0,2.0,631,2022,473
BIOCHEM,15.0,18.0,631,2022,473
BODY and HLTH SYS,28.0,32.0,631,2022,473
CASE,3.0,4.0,631,2022,473
CELL BIO,28.0,37.0,631,2022,473
CELLS and TISS,47.5,65.0,631,2022,473
DEV,4.0,8.0,631,2022,473
Diagnosis,1.0,1.0,631,2022,473
Diversity,1.0,1.0,631,2022,473
ETHICS,4.0,5.0,631,2022,473
GEN,20.0,24.0,631,2022,473
HB,2.0,2.0,631,2022,473
HEME,2.0,2.0,631,2022,473
HISTO,9.0,13.0,631,2022,473
MOL BIOL,6.0,6.0,631,2022,473
MOLEC and COMP,57.75,71.0,631,2022,473
Nerve,2.0,4.0,631,2022,473
NUTR,2.0,2.0,631,2022,473
PATH,6.0,6.0,631,2022,473
PHARM,16.0,22.0,631,2022,473
Toolkit,1.0,1.0,631,2022,473
ANAT,9.0,11.0,632,2022,473
BIOCHEM,13.0,15.0,632,2022,473
Biostats,5.0,7.0,632,2022,473
CARDIO,92.42,130.0,632,2022,473
CASE,3.0,5.0,632,2022,473
ETHICS,0.0,1.0,632,2022,473
HISTO,26.0,31.0,632,2022,473
NUTR,0.0,1.0,632,2022,473
PHARM,0.0,2.0,632,2022,473
PHYSIO,29.0,37.0,632,2022,473
RADIOLOGY,2.0,2.0,632,2022,473
Renal,0.0,1.0,632,2022,473
CASE,6.0,7.0,633,2023,473
HISTO,0.0,1.0,633,2023,473
ANAT,1.0,1.0,634,2023,473
CASE,14.0,16.0,634,2023,473
ETHICS,1.0,2.0,634,2023,473
Functions & Processes,0.0,1.0,634,2023,473
HISTO,0.0,1.0,634,2023,473
IMMUNO,3.0,3.0,634,2023,473
Inflammation,1.0,3.0,634,2023,473
MICRO,2.0,2.0,634,2023,473
ORTHO,0.0,2.0,634,2023,473
Pain,2.0,2.0,634,2023,473
PATH,1.0,3.0,634,2023,473
Sports Med,3.0,3.0,634,2023,473
CASE,6.0,9.0,635,2023,473
End of Life,1.0,1.0,635,2023,473
IMMUNO,6.0,8.0,636,2023,473
Virology,1.0,1.0,636,2023,473
BIOCHEM,1.0,1.0,637,2023,473
CASE,2.0,2.0,637,2023,473
EBM,1.0,2.0,637,2023,473
MICRO,3.0,3.0,637,2023,473
PATH,6.0,15.0,637,2023,473
PHARM,0.0,1.0,637,2023,473
Anti-hypertensive,2.0,2.0,639,2023,473
CARDIO,1.0,2.0,639,2023,473
Cardiovascular,3.0,3.0,639,2023,473
Neoplasm,1.0,2.0,639,2023,473
PATH,5.0,7.0,639,2023,473
PHARM,9.0,13.0,639,2023,473
PHYSIO,2.0,3.0,639,2023,473
Renal,5.0,7.0,639,2023,473
ANAT,3.0,6.0,631,2022,706
Anemia,1.0,2.0,631,2022,706
BIOCHEM,12.75,18.0,631,2022,706
BODY and HLTH SYS,27.0,32.0,631,2022,706
CASE,3.0,4.0,631,2022,706
CELL BIO,21.5,37.0,631,2022,706
CELLS and TISS,36.5,65.0,631,2022,706
DEV,5.0,8.0,631,2022,706
Diagnosis,1.0,1.0,631,2022,706
Diversity,1.0,1.0,631,2022,706
ETHICS,4.0,5.0,631,2022,706
GEN,17.0,24.0,631,2022,706
HB,2.0,2.0,631,2022,706
HEME,1.0,2.0,631,2022,706
HISTO,8.0,13.0,631,2022,706
MOL BIOL,4.0,6.0,631,2022,706
MOLEC and COMP,53.5,71.0,631,2022,706
Nerve,1.0,4.0,631,2022,706
NUTR,2.0,2.0,631,2022,706
PATH,4.0,6.0,631,2022,706
PHARM,18.0,22.0,631,2022,706
Toolkit,1.0,1.0,631,2022,706
ANAT,8.0,11.0,632,2022,706
BIOCHEM,12.0,15.0,632,2022,706
Biostats,6.0,7.0,632,2022,706
CARDIO,93.08,130.0,632,2022,706
CASE,2.0,5.0,632,2022,706
ETHICS,0.0,1.0,632,2022,706
HISTO,22.67,31.0,632,2022,706
NUTR,0.0,1.0,632,2022,706
PHARM,1.0,2.0,632,2022,706
PHYSIO,27.42,37.0,632,2022,706
RADIOLOGY,2.0,2.0,632,2022,706
Renal,0.0,1.0,632,2022,706
ANAT,5.5,7.0,631,2023,706
Anemia,2.0,2.0,631,2023,706
BIOCHEM,10.0,11.0,631,2023,706
BODY and HLTH SYS,17.67,19.0,631,2023,706
CASE,7.0,8.0,631,2023,706
CELL BIO,53.0,62.0,631,2023,706
CELLS and TISS,39.5,43.0,631,2023,706
DEV,8.0,11.0,631,2023,706
Diagnosis,1.0,1.0,631,2023,706
EMBRYO,1.0,1.0,631,2023,706
ETHICS,3.0,4.0,631,2023,706
GEN,29.0,33.0,631,2023,706
HB,1.0,1.0,631,2023,706
HISTO,9.0,9.0,631,2023,706
MOL BIOL,8.0,8.0,631,2023,706
MOLEC and COMP,35.75,39.0,631,2023,706
Nerve,2.0,2.0,631,2023,706
PATH,3.67,4.0,631,2023,706
PHARM,15.0,20.0,631,2023,706
Toolkit,1.0,1.0,631,2023,706
ANAT,12.0,13.0,632,2023,706
BIOCHEM,12.0,15.0,632,2023,706
CARDIO,96.0,121.0,632,2023,706
CASE,3.0,4.0,632,2023,706
EKG WKSHP,1.0,1.0,632,2023,706
EMBRYO,1.0,2.0,632,2023,706
ETHICS,1.0,1.0,632,2023,706
HISTO,24.0,29.0,632,2023,706
PHARM,3.0,4.0,632,2023,706
PHYSIO,35.67,45.0,632,2023,706
Renal,2.0,2.0,632,2023,706
SimMan Lab,1.0,1.0,632,2023,706
CASE,6.0,7.0,633,2023,706
HISTO,1.0,1.0,633,2023,706
ANAT,1.0,1.0,634,2023,706
CASE,12.0,16.0,634,2023,706
ETHICS,2.0,2.0,634,2023,706
Functions & Processes,0.0,1.0,634,2023,706
HISTO,0.0,1.0,634,2023,706
IMMUNO,1.0,3.0,634,2023,706
Inflammation,2.0,3.0,634,2023,706
MICRO,1.0,2.0,634,2023,706
ORTHO,2.0,2.0,634,2023,706
Pain,2.0,2.0,634,2023,706
PATH,2.0,3.0,634,2023,706
Sports Med,3.0,3.0,634,2023,706
CASE,2.0,4.0,635,2023,706
End of Life,,,635,2023,706
ANAT,5.0,6.0,631,2022,433
Anemia,2.0,2.0,631,2022,433
BIOCHEM,16.75,18.0,631,2022,433
BODY and HLTH SYS,26.0,32.0,631,2022,433
CASE,3.0,4.0,631,2022,433
CELL BIO,30.5,37.0,631,2022,433
CELLS and TISS,56.5,65.0,631,2022,433
DEV,6.0,8.0,631,2022,433
Diagnosis,1.0,1.0,631,2022,433
Diversity,1.0,1.0,631,2022,433
ETHICS,4.0,5.0,631,2022,433
GEN,20.0,24.0,631,2022,433
HB,2.0,2.0,631,2022,433
HEME,2.0,2.0,631,2022,433
HISTO,11.0,13.0,631,2022,433
MOL BIOL,4.0,6.0,631,2022,433
MOLEC and COMP,56.5,71.0,631,2022,433
Nerve,4.0,4.0,631,2022,433
NUTR,2.0,2.0,631,2022,433
PATH,4.0,6.0,631,2022,433
PHARM,15.0,22.0,631,2022,433
Toolkit,1.0,1.0,631,2022,433
ANAT,9.0,11.0,632,2022,433
BIOCHEM,14.0,15.0,632,2022,433
Biostats,7.0,7.0,632,2022,433
CARDIO,112.08,130.0,632,2022,433
CASE,3.0,5.0,632,2022,433
ETHICS,0.0,1.0,632,2022,433
HISTO,29.33,31.0,632,2022,433
NUTR,0.0,1.0,632,2022,433
PHARM,2.0,2.0,632,2022,433
PHYSIO,29.42,37.0,632,2022,433
RADIOLOGY,1.0,2.0,632,2022,433
Renal,1.0,1.0,632,2022,433
CASE,7.0,7.0,633,2023,433
HISTO,0.0,1.0,633,2023,433
ANAT,1.0,1.0,634,2023,433
CASE,15.0,16.0,634,2023,433
ETHICS,2.0,2.0,634,2023,433
Functions & Processes,0.0,1.0,634,2023,433
HISTO,1.0,1.0,634,2023,433
IMMUNO,3.0,3.0,634,2023,433
Inflammation,1.0,3.0,634,2023,433
MICRO,2.0,2.0,634,2023,433
ORTHO,2.0,2.0,634,2023,433
Pain,2.0,2.0,634,2023,433
PATH,1.0,3.0,634,2023,433
Sports Med,3.0,3.0,634,2023,433
CASE,8.0,9.0,635,2023,433
End of Life,1.0,1.0,635,2023,433
IMMUNO,6.0,8.0,636,2023,433
Virology,1.0,1.0,636,2023,433
BIOCHEM,1.0,1.0,637,2023,433
CASE,2.0,2.0,637,2023,433
EBM,1.0,2.0,637,2023,433
MICRO,3.0,3.0,637,2023,433
PATH,8.0,15.0,637,2023,433
PHARM,1.0,1.0,637,2023,433
Anti-hypertensive,2.0,2.0,639,2023,433
CARDIO,1.0,2.0,639,2023,433
Cardiovascular,2.0,3.0,639,2023,433
Neoplasm,2.0,2.0,639,2023,433
PATH,6.0,7.0,639,2023,433
PHARM,11.0,13.0,639,2023,433
PHYSIO,2.0,3.0,639,2023,433
Renal,6.0,7.0,639,2023,433
ANAT,3.5,6.0,631,2022,754
Anemia,2.0,2.0,631,2022,754
BIOCHEM,15.0,18.0,631,2022,754
BODY and HLTH SYS,27.0,32.0,631,2022,754
CASE,3.0,4.0,631,2022,754
CELL BIO,31.0,37.0,631,2022,754
CELLS and TISS,52.5,65.0,631,2022,754
DEV,7.0,8.0,631,2022,754
Diagnosis,1.0,1.0,631,2022,754
Diversity,1.0,1.0,631,2022,754
ETHICS,4.0,5.0,631,2022,754
GEN,18.0,24.0,631,2022,754
HB,2.0,2.0,631,2022,754
HEME,2.0,2.0,631,2022,754
HISTO,11.0,13.0,631,2022,754
MOL BIOL,4.0,6.0,631,2022,754
MOLEC and COMP,56.75,71.0,631,2022,754
Nerve,3.0,4.0,631,2022,754
NUTR,2.0,2.0,631,2022,754
PATH,5.0,6.0,631,2022,754
PHARM,18.0,22.0,631,2022,754
Toolkit,1.0,1.0,631,2022,754
ANAT,9.0,11.0,632,2022,754
BIOCHEM,13.0,15.0,632,2022,754
Biostats,5.0,7.0,632,2022,754
CARDIO,110.33,130.0,632,2022,754
CASE,4.0,5.0,632,2022,754
ETHICS,0.0,1.0,632,2022,754
HISTO,22.67,31.0,632,2022,754
NUTR,0.0,1.0,632,2022,754
PHARM,2.0,2.0,632,2022,754
PHYSIO,31.5,37.0,632,2022,754
RADIOLOGY,2.0,2.0,632,2022,754
Renal,0.0,1.0,632,2022,754
CASE,7.0,7.0,633,2023,754
HISTO,0.0,1.0,633,2023,754
ANAT,1.0,1.0,634,2023,754
CASE,14.0,16.0,634,2023,754
ETHICS,2.0,2.0,634,2023,754
Functions & Processes,0.0,1.0,634,2023,754
HISTO,1.0,1.0,634,2023,754
IMMUNO,3.0,3.0,634,2023,754
Inflammation,1.0,3.0,634,2023,754
MICRO,2.0,2.0,634,2023,754
ORTHO,2.0,2.0,634,2023,754
Pain,2.0,2.0,634,2023,754
PATH,1.0,3.0,634,2023,754
Sports Med,3.0,3.0,634,2023,754
CASE,8.0,9.0,635,2023,754
End of Life,1.0,1.0,635,2023,754
IMMUNO,7.0,8.0,636,2023,754
Virology,1.0,1.0,636,2023,754
BIOCHEM,1.0,1.0,637,2023,754
CASE,2.0,2.0,637,2023,754
EBM,1.0,2.0,637,2023,754
MICRO,3.0,3.0,637,2023,754
PATH,7.0,15.0,637,2023,754
PHARM,1.0,1.0,637,2023,754
Anti-hypertensive,2.0,2.0,639,2023,754
CARDIO,1.0,2.0,639,2023,754
Cardiovascular,3.0,3.0,639,2023,754
Neoplasm,1.0,2.0,639,2023,754
PATH,5.0,7.0,639,2023,754
PHARM,11.0,13.0,639,2023,754
PHYSIO,2.0,3.0,639,2023,754
Renal,6.0,7.0,639,2023,754
ANAT,4.0,6.0,631,2022,470
Anemia,2.0,2.0,631,2022,470
BIOCHEM,15.0,18.0,631,2022,470
BODY and HLTH SYS,26.0,32.0,631,2022,470
CASE,3.0,4.0,631,2022,470
CELL BIO,33.5,37.0,631,2022,470
CELLS and TISS,58.5,65.0,631,2022,470
DEV,8.0,8.0,631,2022,470
Diagnosis,1.0,1.0,631,2022,470
Diversity,1.0,1.0,631,2022,470
ETHICS,3.0,5.0,631,2022,470
GEN,20.0,24.0,631,2022,470
HB,2.0,2.0,631,2022,470
HEME,2.0,2.0,631,2022,470
HISTO,11.0,13.0,631,2022,470
MOL BIOL,6.0,6.0,631,2022,470
MOLEC and COMP,59.0,71.0,631,2022,470
Nerve,4.0,4.0,631,2022,470
NUTR,1.0,2.0,631,2022,470
PATH,4.0,6.0,631,2022,470
PHARM,18.0,22.0,631,2022,470
Toolkit,1.0,1.0,631,2022,470
ANAT,10.0,11.0,632,2022,470
BIOCHEM,14.0,15.0,632,2022,470
Biostats,4.0,7.0,632,2022,470
CARDIO,108.0,130.0,632,2022,470
CASE,3.0,5.0,632,2022,470
ETHICS,1.0,1.0,632,2022,470
HISTO,20.0,31.0,632,2022,470
NUTR,0.0,1.0,632,2022,470
PHARM,2.0,2.0,632,2022,470
PHYSIO,30.0,37.0,632,2022,470
RADIOLOGY,1.0,2.0,632,2022,470
Renal,0.0,1.0,632,2022,470
CASE,7.0,7.0,633,2023,470
HISTO,1.0,1.0,633,2023,470
ANAT,1.0,1.0,634,2023,470
CASE,13.0,16.0,634,2023,470
ETHICS,2.0,2.0,634,2023,470
Functions & Processes,0.0,1.0,634,2023,470
HISTO,1.0,1.0,634,2023,470
IMMUNO,3.0,3.0,634,2023,470
Inflammation,2.0,3.0,634,2023,470
MICRO,2.0,2.0,634,2023,470
ORTHO,2.0,2.0,634,2023,470
Pain,2.0,2.0,634,2023,470
PATH,2.0,3.0,634,2023,470
Sports Med,3.0,3.0,634,2023,470
CASE,8.0,9.0,635,2023,470
End of Life,1.0,1.0,635,2023,470
IMMUNO,6.0,8.0,636,2023,470
Virology,1.0,1.0,636,2023,470
BIOCHEM,1.0,1.0,637,2023,470
CASE,2.0,2.0,637,2023,470
EBM,2.0,2.0,637,2023,470
MICRO,3.0,3.0,637,2023,470
PATH,8.0,15.0,637,2023,470
PHARM,0.0,1.0,637,2023,470
Anti-hypertensive,2.0,2.0,639,2023,470
CARDIO,1.0,2.0,639,2023,470
Cardiovascular,3.0,3.0,639,2023,470
Neoplasm,1.0,2.0,639,2023,470
PATH,6.0,7.0,639,2023,470
PHARM,9.0,13.0,639,2023,470
PHYSIO,2.0,3.0,639,2023,470
Renal,7.0,7.0,639,2023,470
ANAT,4.0,6.0,631,2022,277
Anemia,2.0,2.0,631,2022,277
BIOCHEM,16.0,18.0,631,2022,277
BODY and HLTH SYS,30.0,32.0,631,2022,277
CASE,4.0,4.0,631,2022,277
CELL BIO,34.0,37.0,631,2022,277
CELLS and TISS,60.0,65.0,631,2022,277
DEV,8.0,8.0,631,2022,277
Diagnosis,1.0,1.0,631,2022,277
Diversity,1.0,1.0,631,2022,277
ETHICS,5.0,5.0,631,2022,277
GEN,20.0,24.0,631,2022,277
HB,2.0,2.0,631,2022,277
HEME,1.0,2.0,631,2022,277
HISTO,13.0,13.0,631,2022,277
MOL BIOL,5.0,6.0,631,2022,277
MOLEC and COMP,61.0,71.0,631,2022,277
Nerve,4.0,4.0,631,2022,277
NUTR,1.0,2.0,631,2022,277
PATH,6.0,6.0,631,2022,277
PHARM,20.0,22.0,631,2022,277
Toolkit,1.0,1.0,631,2022,277
ANAT,9.75,11.0,632,2022,277
BIOCHEM,15.0,15.0,632,2022,277
Biostats,7.0,7.0,632,2022,277
CARDIO,113.92,130.0,632,2022,277
CASE,3.0,5.0,632,2022,277
ETHICS,0.0,1.0,632,2022,277
HISTO,29.17,31.0,632,2022,277
NUTR,0.0,1.0,632,2022,277
PHARM,1.0,2.0,632,2022,277
PHYSIO,33.0,37.0,632,2022,277
RADIOLOGY,1.75,2.0,632,2022,277
Renal,0.0,1.0,632,2022,277
CASE,6.0,7.0,633,2023,277
HISTO,1.0,1.0,633,2023,277
ANAT,1.0,1.0,634,2023,277
CASE,16.0,16.0,634,2023,277
ETHICS,2.0,2.0,634,2023,277
Functions & Processes,1.0,1.0,634,2023,277
HISTO,1.0,1.0,634,2023,277
IMMUNO,2.0,3.0,634,2023,277
Inflammation,3.0,3.0,634,2023,277
MICRO,1.0,2.0,634,2023,277
ORTHO,1.0,2.0,634,2023,277
Pain,2.0,2.0,634,2023,277
PATH,3.0,3.0,634,2023,277
Sports Med,2.0,3.0,634,2023,277
CASE,7.0,9.0,635,2023,277
End of Life,1.0,1.0,635,2023,277
IMMUNO,7.0,8.0,636,2023,277
Virology,1.0,1.0,636,2023,277
BIOCHEM,1.0,1.0,637,2023,277
CASE,1.0,2.0,637,2023,277
EBM,2.0,2.0,637,2023,277
MICRO,3.0,3.0,637,2023,277
PATH,8.0,15.0,637,2023,277
PHARM,0.0,1.0,637,2023,277
Anti-hypertensive,2.0,2.0,639,2023,277
CARDIO,1.0,2.0,639,2023,277
Cardiovascular,3.0,3.0,639,2023,277
Neoplasm,2.0,2.0,639,2023,277
PATH,6.0,7.0,639,2023,277
PHARM,12.0,13.0,639,2023,277
PHYSIO,2.0,3.0,639,2023,277
Renal,6.0,7.0,639,2023,277
ANAT,1.5,6.0,631,2022,496
Anemia,2.0,2.0,631,2022,496
BIOCHEM,14.0,18.0,631,2022,496
BODY and HLTH SYS,25.0,32.0,631,2022,496
CASE,3.0,4.0,631,2022,496
CELL BIO,33.0,37.0,631,2022,496
CELLS and TISS,51.5,65.0,631,2022,496
DEV,7.0,8.0,631,2022,496
Diagnosis,1.0,1.0,631,2022,496
Diversity,1.0,1.0,631,2022,496
ETHICS,4.0,5.0,631,2022,496
GEN,18.0,24.0,631,2022,496
HB,2.0,2.0,631,2022,496
HEME,2.0,2.0,631,2022,496
HISTO,10.0,13.0,631,2022,496
MOL BIOL,6.0,6.0,631,2022,496
MOLEC and COMP,59.75,71.0,631,2022,496
Nerve,4.0,4.0,631,2022,496
NUTR,2.0,2.0,631,2022,496
PATH,4.0,6.0,631,2022,496
PHARM,19.0,22.0,631,2022,496
Toolkit,1.0,1.0,631,2022,496
ANAT,5.75,11.0,632,2022,496
BIOCHEM,12.0,15.0,632,2022,496
Biostats,5.0,7.0,632,2022,496
CARDIO,103.17,130.0,632,2022,496
CASE,4.0,5.0,632,2022,496
ETHICS,1.0,1.0,632,2022,496
HISTO,23.67,31.0,632,2022,496
NUTR,0.0,1.0,632,2022,496
PHARM,1.0,2.0,632,2022,496
PHYSIO,31.0,37.0,632,2022,496
RADIOLOGY,1.75,2.0,632,2022,496
Renal,0.0,1.0,632,2022,496
CASE,5.0,7.0,633,2023,496
HISTO,1.0,1.0,633,2023,496
ANAT,1.0,1.0,634,2023,496
CASE,16.0,16.0,634,2023,496
ETHICS,2.0,2.0,634,2023,496
Functions & Processes,1.0,1.0,634,2023,496
HISTO,1.0,1.0,634,2023,496
IMMUNO,2.0,3.0,634,2023,496
Inflammation,3.0,3.0,634,2023,496
MICRO,1.0,2.0,634,2023,496
ORTHO,2.0,2.0,634,2023,496
Pain,2.0,2.0,634,2023,496
PATH,3.0,3.0,634,2023,496
Sports Med,3.0,3.0,634,2023,496
CASE,6.0,9.0,635,2023,496
End of Life,1.0,1.0,635,2023,496
IMMUNO,8.0,8.0,636,2023,496
Virology,1.0,1.0,636,2023,496
BIOCHEM,1.0,1.0,637,2023,496
CASE,2.0,2.0,637,2023,496
EBM,1.0,2.0,637,2023,496
MICRO,3.0,3.0,637,2023,496
PATH,10.0,15.0,637,2023,496
PHARM,0.0,1.0,637,2023,496
Anti-hypertensive,1.0,2.0,639,2023,496
CARDIO,1.0,2.0,639,2023,496
Cardiovascular,3.0,3.0,639,2023,496
Neoplasm,1.0,2.0,639,2023,496
PATH,6.0,7.0,639,2023,496
PHARM,10.0,13.0,639,2023,496
PHYSIO,3.0,3.0,639,2023,496
Renal,7.0,7.0,639,2023,496
ANAT,3.5,6.0,631,2022,819
Anemia,2.0,2.0,631,2022,819
BIOCHEM,11.25,18.0,631,2022,819
BODY and HLTH SYS,24.0,32.0,631,2022,819
CASE,3.0,4.0,631,2022,819
CELL BIO,26.5,37.0,631,2022,819
CELLS and TISS,45.0,65.0,631,2022,819
DEV,7.0,8.0,631,2022,819
Diagnosis,1.0,1.0,631,2022,819
Diversity,1.0,1.0,631,2022,819
ETHICS,2.0,5.0,631,2022,819
GEN,18.0,24.0,631,2022,819
HB,2.0,2.0,631,2022,819
HEME,2.0,2.0,631,2022,819
HISTO,7.0,13.0,631,2022,819
MOL BIOL,5.0,6.0,631,2022,819
MOLEC and COMP,55.25,71.0,631,2022,819
Nerve,3.0,4.0,631,2022,819
NUTR,1.0,2.0,631,2022,819
PATH,3.0,6.0,631,2022,819
PHARM,19.0,22.0,631,2022,819
Toolkit,1.0,1.0,631,2022,819
ANAT,6.75,11.0,632,2022,819
BIOCHEM,14.0,15.0,632,2022,819
Biostats,5.0,7.0,632,2022,819
CARDIO,84.25,130.0,632,2022,819
CASE,3.0,5.0,632,2022,819
ETHICS,0.0,1.0,632,2022,819
HISTO,21.67,31.0,632,2022,819
NUTR,0.0,1.0,632,2022,819
PHARM,1.0,2.0,632,2022,819
PHYSIO,25.42,37.0,632,2022,819
RADIOLOGY,1.75,2.0,632,2022,819
Renal,0.0,1.0,632,2022,819
CASE,6.0,7.0,633,2023,819
HISTO,0.0,1.0,633,2023,819
ANAT,1.0,1.0,634,2023,819
CASE,13.0,16.0,634,2023,819
ETHICS,2.0,2.0,634,2023,819
Functions & Processes,1.0,1.0,634,2023,819
HISTO,1.0,1.0,634,2023,819
IMMUNO,3.0,3.0,634,2023,819
Inflammation,3.0,3.0,634,2023,819
MICRO,2.0,2.0,634,2023,819
ORTHO,2.0,2.0,634,2023,819
Pain,0.67,2.0,634,2023,819
PATH,3.0,3.0,634,2023,819
Sports Med,2.0,3.0,634,2023,819
CASE,7.0,9.0,635,2023,819
End of Life,1.0,1.0,635,2023,819
IMMUNO,6.0,8.0,636,2023,819
Virology,1.0,1.0,636,2023,819
BIOCHEM,1.0,1.0,637,2023,819
CASE,1.0,2.0,637,2023,819
EBM,1.0,2.0,637,2023,819
MICRO,2.0,3.0,637,2023,819
PATH,4.0,15.0,637,2023,819
PHARM,1.0,1.0,637,2023,819
Anti-hypertensive,2.0,2.0,639,2023,819
CARDIO,0.0,2.0,639,2023,819
Cardiovascular,3.0,3.0,639,2023,819
Neoplasm,1.0,2.0,639,2023,819
PATH,4.0,7.0,639,2023,819
PHARM,8.0,13.0,639,2023,819
PHYSIO,2.0,3.0,639,2023,819
Renal,5.0,7.0,639,2023,819
ANAT,1.5,6.0,631,2022,533
Anemia,2.0,2.0,631,2022,533
BIOCHEM,15.0,18.0,631,2022,533
BODY and HLTH SYS,27.0,32.0,631,2022,533
CASE,4.0,4.0,631,2022,533
CELL BIO,29.0,37.0,631,2022,533
CELLS and TISS,44.5,65.0,631,2022,533
DEV,6.0,8.0,631,2022,533
Diagnosis,1.0,1.0,631,2022,533
Diversity,1.0,1.0,631,2022,533
ETHICS,4.0,5.0,631,2022,533
GEN,21.0,24.0,631,2022,533
HB,2.0,2.0,631,2022,533
HEME,2.0,2.0,631,2022,533
HISTO,6.0,13.0,631,2022,533
MOL BIOL,6.0,6.0,631,2022,533
MOLEC and COMP,56.0,71.0,631,2022,533
Nerve,1.0,4.0,631,2022,533
NUTR,1.0,2.0,631,2022,533
PATH,5.0,6.0,631,2022,533
PHARM,13.0,22.0,631,2022,533
Toolkit,1.0,1.0,631,2022,533
ANAT,6.75,11.0,632,2022,533
BIOCHEM,15.0,15.0,632,2022,533
Biostats,6.0,7.0,632,2022,533
CARDIO,108.33,130.0,632,2022,533
CASE,4.0,5.0,632,2022,533
ETHICS,0.0,1.0,632,2022,533
HISTO,22.17,31.0,632,2022,533
